Region,FullDate1,TotalSales,Textbox106,Textbox108
DE,8/26/2025 12:00:00 AM,$28.00,Total for DE,"$329,046.00"
DE,8/29/2025 12:00:00 AM,$202.00,Total for DE,"$329,046.00"
DE,9/5/2025 12:00:00 AM,"$1,318.00",Total for DE,"$329,046.00"
DE,9/9/2025 12:00:00 AM,"$1,188.00",Total for DE,"$329,046.00"
DE,9/18/2025 12:00:00 AM,$187.00,Total for DE,"$329,046.00"
DE,10/1/2025 12:00:00 AM,$524.00,Total for DE,"$329,046.00"
DE,10/15/2025 12:00:00 AM,"$6,580.00",Total for DE,"$329,046.00"
DE,10/20/2025 12:00:00 AM,$488.00,Total for DE,"$329,046.00"
DE,10/25/2025 12:00:00 AM,"$1,587.00",Total for DE,"$329,046.00"
DE,10/27/2025 12:00:00 AM,$117.00,Total for DE,"$329,046.00"
DE,10/29/2025 12:00:00 AM,$144.00,Total for DE,"$329,046.00"
DE,11/3/2025 12:00:00 AM,$474.00,Total for DE,"$329,046.00"
DE,11/5/2025 12:00:00 AM,"$9,492.00",Total for DE,"$329,046.00"
DE,11/7/2025 12:00:00 AM,$34.00,Total for DE,"$329,046.00"
DE,11/8/2025 12:00:00 AM,$695.00,Total for DE,"$329,046.00"
DE,11/10/2025 12:00:00 AM,"$1,151.00",Total for DE,"$329,046.00"
DE,11/13/2025 12:00:00 AM,$90.00,Total for DE,"$329,046.00"
DE,11/19/2025 12:00:00 AM,$80.00,Total for DE,"$329,046.00"
DE,11/21/2025 12:00:00 AM,$460.00,Total for DE,"$329,046.00"
DE,11/25/2025 12:00:00 AM,"$2,188.00",Total for DE,"$329,046.00"
DE,11/26/2025 12:00:00 AM,$484.00,Total for DE,"$329,046.00"
DE,12/3/2025 12:00:00 AM,$477.00,Total for DE,"$329,046.00"
DE,12/8/2025 12:00:00 AM,$836.00,Total for DE,"$329,046.00"
DE,12/9/2025 12:00:00 AM,$158.00,Total for DE,"$329,046.00"
DE,12/10/2025 12:00:00 AM,$566.00,Total for DE,"$329,046.00"
DE,12/18/2025 12:00:00 AM,$733.00,Total for DE,"$329,046.00"
DE,12/22/2025 12:00:00 AM,$456.00,Total for DE,"$329,046.00"
FL,1/15/2023 12:00:00 AM,$168.00,Total for FL,"$148,195.00"
FL,1/18/2023 12:00:00 AM,$29.00,Total for FL,"$148,195.00"
FL,1/24/2023 12:00:00 AM,"$4,518.00",Total for FL,"$148,195.00"
FL,1/31/2023 12:00:00 AM,"$1,214.00",Total for FL,"$148,195.00"
FL,2/6/2023 12:00:00 AM,"$3,666.00",Total for FL,"$148,195.00"
FL,2/13/2023 12:00:00 AM,$830.00,Total for FL,"$148,195.00"
FL,3/22/2023 12:00:00 AM,"$12,033.00",Total for FL,"$148,195.00"
FL,3/27/2023 12:00:00 AM,"$4,602.00",Total for FL,"$148,195.00"
FL,4/13/2023 12:00:00 AM,"$2,380.00",Total for FL,"$148,195.00"
FL,5/3/2023 12:00:00 AM,$368.00,Total for FL,"$148,195.00"
FL,5/9/2023 12:00:00 AM,$26.00,Total for FL,"$148,195.00"
FL,5/15/2023 12:00:00 AM,"$4,404.00",Total for FL,"$148,195.00"
FL,5/17/2023 12:00:00 AM,"$3,204.00",Total for FL,"$148,195.00"
FL,6/9/2023 12:00:00 AM,$562.00,Total for FL,"$148,195.00"
FL,6/19/2023 12:00:00 AM,$156.00,Total for FL,"$148,195.00"
FL,7/4/2023 12:00:00 AM,"$1,576.00",Total for FL,"$148,195.00"
FL,7/16/2023 12:00:00 AM,$830.00,Total for FL,"$148,195.00"
FL,7/24/2023 12:00:00 AM,$440.00,Total for FL,"$148,195.00"
FL,8/4/2023 12:00:00 AM,$879.00,Total for FL,"$148,195.00"
FL,8/7/2023 12:00:00 AM,$234.00,Total for FL,"$148,195.00"
FL,8/14/2023 12:00:00 AM,"$3,704.00",Total for FL,"$148,195.00"
FL,8/24/2023 12:00:00 AM,$392.00,Total for FL,"$148,195.00"
FL,8/28/2023 12:00:00 AM,"$3,082.00",Total for FL,"$148,195.00"
FL,8/29/2023 12:00:00 AM,"$1,674.00",Total for FL,"$148,195.00"
FL,9/29/2023 12:00:00 AM,$333.00,Total for FL,"$148,195.00"
FL,10/5/2023 12:00:00 AM,"$1,294.00",Total for FL,"$148,195.00"
FL,10/13/2023 12:00:00 AM,$39.00,Total for FL,"$148,195.00"
FL,10/14/2023 12:00:00 AM,$14.00,Total for FL,"$148,195.00"
FL,10/18/2023 12:00:00 AM,$44.00,Total for FL,"$148,195.00"
FL,10/24/2023 12:00:00 AM,"$1,224.00",Total for FL,"$148,195.00"
FL,10/27/2023 12:00:00 AM,$216.00,Total for FL,"$148,195.00"
FL,10/29/2023 12:00:00 AM,"$4,128.00",Total for FL,"$148,195.00"
FL,11/7/2023 12:00:00 AM,$237.00,Total for FL,"$148,195.00"
FL,11/12/2023 12:00:00 AM,$630.00,Total for FL,"$148,195.00"
FL,11/20/2023 12:00:00 AM,$420.00,Total for FL,"$148,195.00"
FL,11/22/2023 12:00:00 AM,$249.00,Total for FL,"$148,195.00"
FL,11/23/2023 12:00:00 AM,$111.00,Total for FL,"$148,195.00"
FL,12/13/2023 12:00:00 AM,"$1,770.00",Total for FL,"$148,195.00"
FL,12/14/2023 12:00:00 AM,$852.00,Total for FL,"$148,195.00"
FL,1/1/2024 12:00:00 AM,$222.00,Total for FL,"$148,195.00"
FL,1/13/2024 12:00:00 AM,"$1,909.00",Total for FL,"$148,195.00"
FL,1/21/2024 12:00:00 AM,"$3,591.00",Total for FL,"$148,195.00"
FL,2/4/2024 12:00:00 AM,$489.00,Total for FL,"$148,195.00"
FL,2/5/2024 12:00:00 AM,$207.00,Total for FL,"$148,195.00"
FL,2/6/2024 12:00:00 AM,$788.00,Total for FL,"$148,195.00"
FL,2/13/2024 12:00:00 AM,$102.00,Total for FL,"$148,195.00"
FL,2/14/2024 12:00:00 AM,$105.00,Total for FL,"$148,195.00"
FL,2/21/2024 12:00:00 AM,"$6,402.00",Total for FL,"$148,195.00"
FL,2/23/2024 12:00:00 AM,$933.00,Total for FL,"$148,195.00"
FL,3/7/2024 12:00:00 AM,"$1,760.00",Total for FL,"$148,195.00"
FL,3/15/2024 12:00:00 AM,$144.00,Total for FL,"$148,195.00"
FL,3/16/2024 12:00:00 AM,"$2,763.00",Total for FL,"$148,195.00"
FL,3/18/2024 12:00:00 AM,$518.00,Total for FL,"$148,195.00"
FL,4/3/2024 12:00:00 AM,"$1,960.00",Total for FL,"$148,195.00"
FL,4/23/2024 12:00:00 AM,$60.00,Total for FL,"$148,195.00"
FL,5/1/2024 12:00:00 AM,$44.00,Total for FL,"$148,195.00"
FL,5/13/2024 12:00:00 AM,$489.00,Total for FL,"$148,195.00"
FL,5/28/2024 12:00:00 AM,"$6,308.00",Total for FL,"$148,195.00"
FL,5/29/2024 12:00:00 AM,$9.00,Total for FL,"$148,195.00"
FL,6/1/2024 12:00:00 AM,"$2,602.00",Total for FL,"$148,195.00"
FL,6/6/2024 12:00:00 AM,"$5,112.00",Total for FL,"$148,195.00"
FL,6/19/2024 12:00:00 AM,"$1,022.00",Total for FL,"$148,195.00"
FL,6/20/2024 12:00:00 AM,$408.00,Total for FL,"$148,195.00"
FL,7/9/2024 12:00:00 AM,$171.00,Total for FL,"$148,195.00"
FL,7/10/2024 12:00:00 AM,$34.00,Total for FL,"$148,195.00"
FL,7/15/2024 12:00:00 AM,"$5,373.00",Total for FL,"$148,195.00"
FL,7/16/2024 12:00:00 AM,$450.00,Total for FL,"$148,195.00"
FL,7/21/2024 12:00:00 AM,$462.00,Total for FL,"$148,195.00"
FL,7/22/2024 12:00:00 AM,"$1,030.00",Total for FL,"$148,195.00"
FL,8/29/2024 12:00:00 AM,$12.00,Total for FL,"$148,195.00"
FL,9/2/2024 12:00:00 AM,$175.00,Total for FL,"$148,195.00"
FL,9/13/2024 12:00:00 AM,$60.00,Total for FL,"$148,195.00"
FL,9/28/2024 12:00:00 AM,$129.00,Total for FL,"$148,195.00"
FL,10/8/2024 12:00:00 AM,$736.00,Total for FL,"$148,195.00"
FL,10/15/2024 12:00:00 AM,"$1,110.00",Total for FL,"$148,195.00"
FL,11/7/2024 12:00:00 AM,$98.00,Total for FL,"$148,195.00"
FL,11/29/2024 12:00:00 AM,$13.00,Total for FL,"$148,195.00"
FL,12/5/2024 12:00:00 AM,$10.00,Total for FL,"$148,195.00"
FL,12/8/2024 12:00:00 AM,"$1,465.00",Total for FL,"$148,195.00"
FL,12/11/2024 12:00:00 AM,$93.00,Total for FL,"$148,195.00"
FL,12/13/2024 12:00:00 AM,"$1,144.00",Total for FL,"$148,195.00"
FL,12/15/2024 12:00:00 AM,"$2,325.00",Total for FL,"$148,195.00"
FL,12/16/2024 12:00:00 AM,$84.00,Total for FL,"$148,195.00"
FL,12/23/2024 12:00:00 AM,"$1,026.00",Total for FL,"$148,195.00"
FL,2/4/2025 12:00:00 AM,$763.00,Total for FL,"$148,195.00"
FL,2/13/2025 12:00:00 AM,$277.00,Total for FL,"$148,195.00"
FL,2/25/2025 12:00:00 AM,"$5,350.00",Total for FL,"$148,195.00"
FL,3/6/2025 12:00:00 AM,"$3,921.00",Total for FL,"$148,195.00"
FL,3/15/2025 12:00:00 AM,"$6,780.00",Total for FL,"$148,195.00"
FL,4/4/2025 12:00:00 AM,"$2,232.00",Total for FL,"$148,195.00"
FL,4/8/2025 12:00:00 AM,"$1,404.00",Total for FL,"$148,195.00"
FL,4/22/2025 12:00:00 AM,$28.00,Total for FL,"$148,195.00"
FL,5/4/2025 12:00:00 AM,$63.00,Total for FL,"$148,195.00"
FL,5/16/2025 12:00:00 AM,$141.00,Total for FL,"$148,195.00"
FL,6/7/2025 12:00:00 AM,$105.00,Total for FL,"$148,195.00"
FL,6/13/2025 12:00:00 AM,$62.00,Total for FL,"$148,195.00"
FL,6/21/2025 12:00:00 AM,$66.00,Total for FL,"$148,195.00"
FL,7/12/2025 12:00:00 AM,"$2,040.00",Total for FL,"$148,195.00"
FL,7/29/2025 12:00:00 AM,$433.00,Total for FL,"$148,195.00"
FL,7/30/2025 12:00:00 AM,"$1,230.00",Total for FL,"$148,195.00"
FL,8/1/2025 12:00:00 AM,$664.00,Total for FL,"$148,195.00"
FL,8/10/2025 12:00:00 AM,"$1,969.00",Total for FL,"$148,195.00"
FL,9/1/2025 12:00:00 AM,"$2,160.00",Total for FL,"$148,195.00"
FL,9/28/2025 12:00:00 AM,$390.00,Total for FL,"$148,195.00"
FL,10/9/2025 12:00:00 AM,$129.00,Total for FL,"$148,195.00"
FL,10/27/2025 12:00:00 AM,$33.00,Total for FL,"$148,195.00"
FL,11/6/2025 12:00:00 AM,$220.00,Total for FL,"$148,195.00"
FL,11/23/2025 12:00:00 AM,$887.00,Total for FL,"$148,195.00"
FL,11/25/2025 12:00:00 AM,$120.00,Total for FL,"$148,195.00"
FL,12/7/2025 12:00:00 AM,$72.00,Total for FL,"$148,195.00"
FL,12/10/2025 12:00:00 AM,$32.00,Total for FL,"$148,195.00"
FL,12/15/2025 12:00:00 AM,$107.00,Total for FL,"$148,195.00"
FL,12/24/2025 12:00:00 AM,$38.00,Total for FL,"$148,195.00"
GA,1/3/2023 12:00:00 AM,$246.00,Total for GA,"$319,009.00"
GA,1/5/2023 12:00:00 AM,$106.00,Total for GA,"$319,009.00"
GA,1/7/2023 12:00:00 AM,"$3,294.00",Total for GA,"$319,009.00"
GA,1/9/2023 12:00:00 AM,"$6,363.00",Total for GA,"$319,009.00"
GA,1/11/2023 12:00:00 AM,$494.00,Total for GA,"$319,009.00"
GA,1/18/2023 12:00:00 AM,"$6,952.00",Total for GA,"$319,009.00"
GA,1/19/2023 12:00:00 AM,$644.00,Total for GA,"$319,009.00"
GA,1/20/2023 12:00:00 AM,"$1,730.00",Total for GA,"$319,009.00"
GA,1/22/2023 12:00:00 AM,$270.00,Total for GA,"$319,009.00"
GA,1/25/2023 12:00:00 AM,"$3,223.00",Total for GA,"$319,009.00"
GA,2/3/2023 12:00:00 AM,"$2,070.00",Total for GA,"$319,009.00"
GA,2/5/2023 12:00:00 AM,"$3,476.00",Total for GA,"$319,009.00"
GA,2/6/2023 12:00:00 AM,"$1,010.00",Total for GA,"$319,009.00"
GA,2/9/2023 12:00:00 AM,$20.00,Total for GA,"$319,009.00"
GA,2/11/2023 12:00:00 AM,"$2,265.00",Total for GA,"$319,009.00"
GA,2/14/2023 12:00:00 AM,$600.00,Total for GA,"$319,009.00"
GA,2/24/2023 12:00:00 AM,"$9,875.00",Total for GA,"$319,009.00"
GA,2/28/2023 12:00:00 AM,"$1,850.00",Total for GA,"$319,009.00"
GA,3/3/2023 12:00:00 AM,$44.00,Total for GA,"$319,009.00"
GA,3/4/2023 12:00:00 AM,$554.00,Total for GA,"$319,009.00"
GA,3/6/2023 12:00:00 AM,$169.00,Total for GA,"$319,009.00"
GA,3/7/2023 12:00:00 AM,"$5,136.00",Total for GA,"$319,009.00"
GA,3/14/2023 12:00:00 AM,"$3,642.00",Total for GA,"$319,009.00"
GA,3/17/2023 12:00:00 AM,$32.00,Total for GA,"$319,009.00"
GA,3/18/2023 12:00:00 AM,$139.00,Total for GA,"$319,009.00"
GA,3/21/2023 12:00:00 AM,$4.00,Total for GA,"$319,009.00"
GA,3/23/2023 12:00:00 AM,"$6,868.00",Total for GA,"$319,009.00"
GA,3/26/2023 12:00:00 AM,"$1,590.00",Total for GA,"$319,009.00"
GA,4/1/2023 12:00:00 AM,"$2,350.00",Total for GA,"$319,009.00"
GA,4/9/2023 12:00:00 AM,"$2,754.00",Total for GA,"$319,009.00"
GA,4/11/2023 12:00:00 AM,$388.00,Total for GA,"$319,009.00"
GA,4/14/2023 12:00:00 AM,$54.00,Total for GA,"$319,009.00"
GA,4/15/2023 12:00:00 AM,"$2,166.00",Total for GA,"$319,009.00"
GA,4/16/2023 12:00:00 AM,"$1,666.00",Total for GA,"$319,009.00"
GA,4/19/2023 12:00:00 AM,"$10,591.00",Total for GA,"$319,009.00"
GA,4/28/2023 12:00:00 AM,$251.00,Total for GA,"$319,009.00"
GA,5/1/2023 12:00:00 AM,"$1,488.00",Total for GA,"$319,009.00"
GA,5/4/2023 12:00:00 AM,"$7,284.00",Total for GA,"$319,009.00"
GA,5/21/2023 12:00:00 AM,"$2,700.00",Total for GA,"$319,009.00"
GA,5/22/2023 12:00:00 AM,"$2,187.00",Total for GA,"$319,009.00"
GA,5/28/2023 12:00:00 AM,$543.00,Total for GA,"$319,009.00"
GA,5/31/2023 12:00:00 AM,$31.00,Total for GA,"$319,009.00"
GA,6/6/2023 12:00:00 AM,"$3,120.00",Total for GA,"$319,009.00"
GA,6/14/2023 12:00:00 AM,"$1,354.00",Total for GA,"$319,009.00"
GA,6/21/2023 12:00:00 AM,$620.00,Total for GA,"$319,009.00"
GA,6/28/2023 12:00:00 AM,$536.00,Total for GA,"$319,009.00"
GA,6/30/2023 12:00:00 AM,"$3,138.00",Total for GA,"$319,009.00"
GA,7/5/2023 12:00:00 AM,$91.00,Total for GA,"$319,009.00"
GA,7/11/2023 12:00:00 AM,$682.00,Total for GA,"$319,009.00"
GA,7/19/2023 12:00:00 AM,$932.00,Total for GA,"$319,009.00"
GA,7/20/2023 12:00:00 AM,"$1,016.00",Total for GA,"$319,009.00"
GA,7/25/2023 12:00:00 AM,"$6,009.00",Total for GA,"$319,009.00"
GA,7/30/2023 12:00:00 AM,$214.00,Total for GA,"$319,009.00"
GA,7/31/2023 12:00:00 AM,"$3,819.00",Total for GA,"$319,009.00"
GA,8/19/2023 12:00:00 AM,$41.00,Total for GA,"$319,009.00"
GA,8/20/2023 12:00:00 AM,$312.00,Total for GA,"$319,009.00"
GA,8/24/2023 12:00:00 AM,$820.00,Total for GA,"$319,009.00"
GA,8/26/2023 12:00:00 AM,$117.00,Total for GA,"$319,009.00"
GA,8/27/2023 12:00:00 AM,"$2,104.00",Total for GA,"$319,009.00"
GA,8/30/2023 12:00:00 AM,$28.00,Total for GA,"$319,009.00"
GA,9/14/2023 12:00:00 AM,"$2,306.00",Total for GA,"$319,009.00"
GA,9/20/2023 12:00:00 AM,"$6,006.00",Total for GA,"$319,009.00"
GA,9/22/2023 12:00:00 AM,$422.00,Total for GA,"$319,009.00"
GA,9/28/2023 12:00:00 AM,$662.00,Total for GA,"$319,009.00"
GA,9/30/2023 12:00:00 AM,"$1,062.00",Total for GA,"$319,009.00"
GA,10/4/2023 12:00:00 AM,"$1,860.00",Total for GA,"$319,009.00"
GA,10/14/2023 12:00:00 AM,$72.00,Total for GA,"$319,009.00"
GA,10/19/2023 12:00:00 AM,$110.00,Total for GA,"$319,009.00"
GA,10/31/2023 12:00:00 AM,$54.00,Total for GA,"$319,009.00"
GA,11/6/2023 12:00:00 AM,$24.00,Total for GA,"$319,009.00"
GA,11/7/2023 12:00:00 AM,"$2,750.00",Total for GA,"$319,009.00"
GA,11/9/2023 12:00:00 AM,$204.00,Total for GA,"$319,009.00"
GA,11/12/2023 12:00:00 AM,$60.00,Total for GA,"$319,009.00"
GA,12/1/2023 12:00:00 AM,$90.00,Total for GA,"$319,009.00"
GA,12/11/2023 12:00:00 AM,$165.00,Total for GA,"$319,009.00"
GA,12/19/2023 12:00:00 AM,$364.00,Total for GA,"$319,009.00"
GA,12/24/2023 12:00:00 AM,$11.00,Total for GA,"$319,009.00"
GA,12/27/2023 12:00:00 AM,$36.00,Total for GA,"$319,009.00"
GA,1/14/2024 12:00:00 AM,"$1,804.00",Total for GA,"$319,009.00"
GA,1/17/2024 12:00:00 AM,"$3,288.00",Total for GA,"$319,009.00"
GA,1/20/2024 12:00:00 AM,"$1,023.00",Total for GA,"$319,009.00"
GA,2/2/2024 12:00:00 AM,$11.00,Total for GA,"$319,009.00"
GA,2/8/2024 12:00:00 AM,"$1,656.00",Total for GA,"$319,009.00"
GA,2/23/2024 12:00:00 AM,"$1,780.00",Total for GA,"$319,009.00"
GA,2/24/2024 12:00:00 AM,$40.00,Total for GA,"$319,009.00"
GA,3/11/2024 12:00:00 AM,"$3,884.00",Total for GA,"$319,009.00"
GA,3/14/2024 12:00:00 AM,"$1,314.00",Total for GA,"$319,009.00"
GA,3/17/2024 12:00:00 AM,$119.00,Total for GA,"$319,009.00"
GA,3/18/2024 12:00:00 AM,$206.00,Total for GA,"$319,009.00"
GA,3/25/2024 12:00:00 AM,$785.00,Total for GA,"$319,009.00"
GA,4/1/2024 12:00:00 AM,"$3,256.00",Total for GA,"$319,009.00"
GA,4/17/2024 12:00:00 AM,"$5,440.00",Total for GA,"$319,009.00"
GA,5/5/2024 12:00:00 AM,"$1,392.00",Total for GA,"$319,009.00"
GA,5/7/2024 12:00:00 AM,"$1,172.00",Total for GA,"$319,009.00"
GA,5/15/2024 12:00:00 AM,$40.00,Total for GA,"$319,009.00"
GA,5/20/2024 12:00:00 AM,"$2,996.00",Total for GA,"$319,009.00"
GA,5/28/2024 12:00:00 AM,$796.00,Total for GA,"$319,009.00"
GA,6/5/2024 12:00:00 AM,"$1,048.00",Total for GA,"$319,009.00"
GA,6/6/2024 12:00:00 AM,"$1,655.00",Total for GA,"$319,009.00"
GA,6/8/2024 12:00:00 AM,"$3,900.00",Total for GA,"$319,009.00"
GA,6/17/2024 12:00:00 AM,"$2,060.00",Total for GA,"$319,009.00"
GA,6/23/2024 12:00:00 AM,"$3,346.00",Total for GA,"$319,009.00"
GA,6/24/2024 12:00:00 AM,"$3,684.00",Total for GA,"$319,009.00"
GA,7/3/2024 12:00:00 AM,$540.00,Total for GA,"$319,009.00"
GA,7/4/2024 12:00:00 AM,"$1,113.00",Total for GA,"$319,009.00"
GA,7/6/2024 12:00:00 AM,$192.00,Total for GA,"$319,009.00"
GA,7/10/2024 12:00:00 AM,"$2,210.00",Total for GA,"$319,009.00"
GA,7/15/2024 12:00:00 AM,$815.00,Total for GA,"$319,009.00"
GA,7/17/2024 12:00:00 AM,"$6,490.00",Total for GA,"$319,009.00"
GA,7/23/2024 12:00:00 AM,"$2,877.00",Total for GA,"$319,009.00"
GA,7/26/2024 12:00:00 AM,$33.00,Total for GA,"$319,009.00"
GA,7/28/2024 12:00:00 AM,"$3,384.00",Total for GA,"$319,009.00"
GA,8/1/2024 12:00:00 AM,$116.00,Total for GA,"$319,009.00"
GA,8/4/2024 12:00:00 AM,"$3,024.00",Total for GA,"$319,009.00"
GA,8/8/2024 12:00:00 AM,"$3,246.00",Total for GA,"$319,009.00"
GA,8/18/2024 12:00:00 AM,$48.00,Total for GA,"$319,009.00"
GA,8/19/2024 12:00:00 AM,$144.00,Total for GA,"$319,009.00"
GA,9/5/2024 12:00:00 AM,$24.00,Total for GA,"$319,009.00"
GA,9/6/2024 12:00:00 AM,$72.00,Total for GA,"$319,009.00"
GA,9/9/2024 12:00:00 AM,$886.00,Total for GA,"$319,009.00"
GA,9/19/2024 12:00:00 AM,"$4,662.00",Total for GA,"$319,009.00"
GA,9/20/2024 12:00:00 AM,"$1,616.00",Total for GA,"$319,009.00"
GA,9/21/2024 12:00:00 AM,$428.00,Total for GA,"$319,009.00"
GA,9/25/2024 12:00:00 AM,"$1,047.00",Total for GA,"$319,009.00"
GA,9/27/2024 12:00:00 AM,"$1,660.00",Total for GA,"$319,009.00"
GA,10/3/2024 12:00:00 AM,$56.00,Total for GA,"$319,009.00"
GA,10/8/2024 12:00:00 AM,$147.00,Total for GA,"$319,009.00"
GA,10/19/2024 12:00:00 AM,$518.00,Total for GA,"$319,009.00"
GA,10/25/2024 12:00:00 AM,$524.00,Total for GA,"$319,009.00"
GA,10/28/2024 12:00:00 AM,"$1,094.00",Total for GA,"$319,009.00"
GA,11/10/2024 12:00:00 AM,$45.00,Total for GA,"$319,009.00"
GA,11/19/2024 12:00:00 AM,$30.00,Total for GA,"$319,009.00"
GA,11/22/2024 12:00:00 AM,$133.00,Total for GA,"$319,009.00"
GA,11/29/2024 12:00:00 AM,$752.00,Total for GA,"$319,009.00"
GA,12/3/2024 12:00:00 AM,$625.00,Total for GA,"$319,009.00"
GA,12/4/2024 12:00:00 AM,$189.00,Total for GA,"$319,009.00"
GA,12/10/2024 12:00:00 AM,$405.00,Total for GA,"$319,009.00"
GA,12/20/2024 12:00:00 AM,"$1,504.00",Total for GA,"$319,009.00"
GA,12/23/2024 12:00:00 AM,$561.00,Total for GA,"$319,009.00"
GA,12/29/2024 12:00:00 AM,$38.00,Total for GA,"$319,009.00"
GA,12/31/2024 12:00:00 AM,$272.00,Total for GA,"$319,009.00"
GA,1/10/2025 12:00:00 AM,$36.00,Total for GA,"$319,009.00"
GA,1/13/2025 12:00:00 AM,$28.00,Total for GA,"$319,009.00"
GA,1/14/2025 12:00:00 AM,"$1,991.00",Total for GA,"$319,009.00"
GA,1/15/2025 12:00:00 AM,"$7,970.00",Total for GA,"$319,009.00"
GA,1/24/2025 12:00:00 AM,$854.00,Total for GA,"$319,009.00"
GA,1/29/2025 12:00:00 AM,$98.00,Total for GA,"$319,009.00"
GA,2/9/2025 12:00:00 AM,$76.00,Total for GA,"$319,009.00"
GA,2/20/2025 12:00:00 AM,"$5,400.00",Total for GA,"$319,009.00"
GA,3/9/2025 12:00:00 AM,$134.00,Total for GA,"$319,009.00"
GA,3/10/2025 12:00:00 AM,"$8,217.00",Total for GA,"$319,009.00"
GA,3/11/2025 12:00:00 AM,$734.00,Total for GA,"$319,009.00"
GA,3/14/2025 12:00:00 AM,"$6,097.00",Total for GA,"$319,009.00"
GA,3/19/2025 12:00:00 AM,$268.00,Total for GA,"$319,009.00"
GA,3/25/2025 12:00:00 AM,$924.00,Total for GA,"$319,009.00"
GA,3/27/2025 12:00:00 AM,"$1,517.00",Total for GA,"$319,009.00"
GA,3/30/2025 12:00:00 AM,$50.00,Total for GA,"$319,009.00"
GA,4/9/2025 12:00:00 AM,$13.00,Total for GA,"$319,009.00"
GA,4/20/2025 12:00:00 AM,$18.00,Total for GA,"$319,009.00"
GA,5/7/2025 12:00:00 AM,$313.00,Total for GA,"$319,009.00"
GA,5/9/2025 12:00:00 AM,$92.00,Total for GA,"$319,009.00"
GA,5/12/2025 12:00:00 AM,$325.00,Total for GA,"$319,009.00"
GA,5/21/2025 12:00:00 AM,"$3,274.00",Total for GA,"$319,009.00"
GA,6/11/2025 12:00:00 AM,$370.00,Total for GA,"$319,009.00"
GA,6/12/2025 12:00:00 AM,"$3,312.00",Total for GA,"$319,009.00"
GA,6/17/2025 12:00:00 AM,"$5,238.00",Total for GA,"$319,009.00"
GA,6/21/2025 12:00:00 AM,"$1,024.00",Total for GA,"$319,009.00"
GA,6/26/2025 12:00:00 AM,$775.00,Total for GA,"$319,009.00"
GA,6/28/2025 12:00:00 AM,$716.00,Total for GA,"$319,009.00"
GA,6/29/2025 12:00:00 AM,$286.00,Total for GA,"$319,009.00"
GA,7/3/2025 12:00:00 AM,$48.00,Total for GA,"$319,009.00"
GA,7/8/2025 12:00:00 AM,$128.00,Total for GA,"$319,009.00"
GA,7/23/2025 12:00:00 AM,$69.00,Total for GA,"$319,009.00"
GA,8/4/2025 12:00:00 AM,"$2,823.00",Total for GA,"$319,009.00"
GA,8/14/2025 12:00:00 AM,"$2,760.00",Total for GA,"$319,009.00"
GA,8/17/2025 12:00:00 AM,"$8,754.00",Total for GA,"$319,009.00"
GA,8/18/2025 12:00:00 AM,$420.00,Total for GA,"$319,009.00"
GA,8/22/2025 12:00:00 AM,"$1,436.00",Total for GA,"$319,009.00"
GA,8/24/2025 12:00:00 AM,$711.00,Total for GA,"$319,009.00"
GA,8/25/2025 12:00:00 AM,"$1,238.00",Total for GA,"$319,009.00"
GA,9/1/2025 12:00:00 AM,"$1,410.00",Total for GA,"$319,009.00"
GA,9/6/2025 12:00:00 AM,"$2,896.00",Total for GA,"$319,009.00"
GA,9/14/2025 12:00:00 AM,"$3,804.00",Total for GA,"$319,009.00"
GA,9/20/2025 12:00:00 AM,"$1,278.00",Total for GA,"$319,009.00"
GA,9/21/2025 12:00:00 AM,$352.00,Total for GA,"$319,009.00"
GA,10/10/2025 12:00:00 AM,$70.00,Total for GA,"$319,009.00"
GA,10/11/2025 12:00:00 AM,$489.00,Total for GA,"$319,009.00"
GA,10/12/2025 12:00:00 AM,"$1,512.00",Total for GA,"$319,009.00"
GA,10/29/2025 12:00:00 AM,$38.00,Total for GA,"$319,009.00"
GA,11/3/2025 12:00:00 AM,"$2,118.00",Total for GA,"$319,009.00"
GA,11/12/2025 12:00:00 AM,"$1,369.00",Total for GA,"$319,009.00"
GA,11/14/2025 12:00:00 AM,"$1,768.00",Total for GA,"$319,009.00"
GA,11/20/2025 12:00:00 AM,$470.00,Total for GA,"$319,009.00"
GA,11/24/2025 12:00:00 AM,"$1,586.00",Total for GA,"$319,009.00"
GA,12/6/2025 12:00:00 AM,$179.00,Total for GA,"$319,009.00"
GA,12/9/2025 12:00:00 AM,$39.00,Total for GA,"$319,009.00"
GA,12/15/2025 12:00:00 AM,$21.00,Total for GA,"$319,009.00"
GA,12/19/2025 12:00:00 AM,$983.00,Total for GA,"$319,009.00"
GA,12/25/2025 12:00:00 AM,$97.00,Total for GA,"$319,009.00"
GA,12/26/2025 12:00:00 AM,"$3,448.00",Total for GA,"$319,009.00"
HI,1/12/2023 12:00:00 AM,"$4,032.00",Total for HI,"$439,180.00"
HI,1/17/2023 12:00:00 AM,"$4,104.00",Total for HI,"$439,180.00"
HI,1/20/2023 12:00:00 AM,"$4,084.00",Total for HI,"$439,180.00"
HI,1/22/2023 12:00:00 AM,"$4,881.00",Total for HI,"$439,180.00"
HI,1/26/2023 12:00:00 AM,$34.00,Total for HI,"$439,180.00"
HI,1/29/2023 12:00:00 AM,$174.00,Total for HI,"$439,180.00"
HI,1/30/2023 12:00:00 AM,$147.00,Total for HI,"$439,180.00"
